199	672820
198	666073
197	659360
196	652681
195	646036
194	639425
193	632848
192	626305
191	619796
190	613321
189	606880
188	600473
187	594100
186	587761
185	581456
184	575185
183	568948
182	562745
181	556576
180	550441
179	544340
178	538273
177	532240
176	526241
175	520276
174	514345
173	508448
172	502585
171	496756
170	490961
169	485200
168	479473
167	473780
166	468121
165	462496
164	456905
163	451348
162	445825
161	440336
160	434881
159	429460
158	424073
157	418720
156	413401
155	408116
154	402865
153	397648
152	392465
151	387316
150	382201
149	377120
148	372073
147	367060
146	362081
145	357136
144	352225
143	347348
142	342505
141	337696
140	332921
139	328180
138	323473
137	318800
136	314161
135	309556
134	304985
133	300448
132	295945
131	291476
130	287041
129	282640
128	278273
127	273940
126	269641
125	265376
124	261145
123	256948
122	252785
121	248656
120	244561
119	240500
118	236473
117	232480
116	228521
115	224596
114	220705
113	216848
112	213025
111	209236
110	205481
109	201760
108	198073
107	194420
106	190801
105	187216
104	183665
103	180148
102	176665
101	173216
100	169801
99	166420
98	163073
97	159760
96	156481
95	153236
94	150025
93	146848
92	143705
91	140596
90	137521
89	134480
88	131473
87	128500
86	125561
85	122656
84	119785
83	116948
82	114145
81	111376
80	108641
79	105940
78	103273
77	100640
76	98041
75	95476
74	92945
73	90448
72	87985
71	85556
70	83161
69	80800
68	78473
67	76180
66	73921
65	71696
64	69505
63	67348
62	65225
61	63136
60	61081
59	59060
58	57073
57	55120
56	53201
55	51316
54	49465
53	47648
52	45865
51	44116
50	42401
49	40720
48	39073
47	37460
46	35881
45	34336
44	32825
43	31348
42	29905
41	28496
40	27121
39	25780
38	24473
37	23200
36	21961
35	20756
34	19585
33	18448
32	17345
31	16276
30	15241
29	14240
28	13273
27	12340
26	11441
25	10576
24	9745
23	8948
22	8185
21	7456
20	6761
19	6100
18	5473
17	4880
16	4321
15	3796
14	3305
13	2848
12	2425
11	2036
10	1681
9	1360
8	1073
7	820
6	601
5	416
4	265
3	148
2	65
1	13
0	1
