199	11114087
198	11039231
197	10718272
196	10738183
195	10580765
194	10544368
193	10347274
192	10353241
191	10076147
190	10005775
189	9764740
188	9706671
187	9674185
186	9592316
185	9466396
184	9373723
183	9234501
182	9107299
181	9105643
180	9011272
179	8837179
178	8672343
177	8689906
176	8531861
175	8448898
174	8339218
173	8283802
172	8163254
171	8099249
170	7926982
169	7898509
168	7823388
167	7656733
166	7761485
165	7533080
164	7386265
163	7262726
162	7224963
161	7100491
160	7109248
159	6950383
158	6855478
157	6773558
156	6729071
155	6646645
154	6589191
153	6455234
152	6406043
151	6280371
150	6110092
149	6136045
148	6096373
147	5929039
146	5892259
145	5794017
144	5683837
143	5640133
142	5520475
141	5486266
140	5451873
139	5284401
138	5196606
137	5224348
136	5134893
135	5009642
134	4900971
133	4809569
132	4728278
131	4722403
130	4612662
129	4566977
128	4477616
127	4368268
126	4333256
125	4277685
124	4243381
123	4111314
122	4029622
121	4046761
120	3907405
119	3895933
118	3876221
117	3704492
116	3709918
115	3575701
114	3572506
113	3526358
112	3400789
111	3479012
110	3375509
109	3253509
108	3199234
107	3182890
106	3014299
105	2991376
104	2966325
103	2892905
102	2867150
101	2787154
100	2716710
99	2665843
98	2615650
97	2551746
96	2529424
95	2464681
94	2393284
93	2367242
92	2327812
91	2226390
90	2263248
89	2134655
88	2165893
87	2100059
86	2025162
85	1993572
84	1931765
83	1849681
82	1791292
81	1842517
80	1718980
79	1744290
78	1675064
77	1615489
76	1551368
75	1529170
74	1470619
73	1429109
72	1377313
71	1358168
70	1351474
69	1295626
68	1222988
67	1211446
66	1186552
65	1094749
64	1112843
63	1070131
62	1006282
61	1046852
60	937549
59	943036
58	905926
57	875926
56	794854
55	815599
54	745310
53	750436
52	739966
51	697696
50	672236
49	645994
48	606268
47	578931
46	539953
45	554152
44	515662
43	518203
42	468287
41	457489
40	442773
39	401514
38	370807
37	353918
36	344431
35	338193
34	307611
33	292254
32	280944
31	251510
30	226816
29	213289
28	207168
27	198977
26	181162
25	151051
24	150058
23	140172
22	119696
21	110719
20	102020
19	87960
18	87625
17	81570
16	71832
15	55927
14	51728
13	41521
12	34336
11	27495
10	25712
9	18232
8	14495
7	14004
6	8342
5	4805
4	3556
3	1760
2	504
1	82
0	4
