199	790429
198	782497
197	774605
196	766753
195	758941
194	751169
193	743437
192	735745
191	728093
190	720481
189	712909
188	705377
187	697885
186	690433
185	683021
184	675649
183	668317
182	661025
181	653773
180	646561
179	639389
178	632257
177	625165
176	618113
175	611101
174	604129
173	597197
172	590305
171	583453
170	576641
169	569869
168	563137
167	556445
166	549793
165	543181
164	536609
163	530077
162	523585
161	517133
160	510721
159	504349
158	498017
157	491725
156	485473
155	479261
154	473089
153	466957
152	460865
151	454813
150	448801
149	442829
148	436897
147	431005
146	425153
145	419341
144	413569
143	407837
142	402145
141	396493
140	390881
139	385309
138	379777
137	374285
136	368833
135	363421
134	358049
133	352717
132	347425
131	342173
130	336961
129	331789
128	326657
127	321565
126	316513
125	311501
124	306529
123	301597
122	296705
121	291853
120	287041
119	282269
118	277537
117	272845
116	268193
115	263581
114	259009
113	254477
112	249985
111	245533
110	241121
109	236749
108	232417
107	228125
106	223873
105	219661
104	215489
103	211357
102	207265
101	203213
100	199201
99	195229
98	191297
97	187405
96	183553
95	179741
94	175969
93	172237
92	168545
91	164893
90	161281
89	157709
88	154177
87	150685
86	147233
85	143821
84	140449
83	137117
82	133825
81	130573
80	127361
79	124189
78	121057
77	117965
76	114913
75	111901
74	108929
73	105997
72	103105
71	100253
70	97441
69	94669
68	91937
67	89245
66	86593
65	83981
64	81409
63	78877
62	76385
61	73933
60	71521
59	69149
58	66817
57	64525
56	62273
55	60061
54	57889
53	55757
52	53665
51	51613
50	49601
49	47629
48	45697
47	43805
46	41953
45	40141
44	38369
43	36637
42	34945
41	33293
40	31681
39	30109
38	28577
37	27085
36	25633
35	24221
34	22849
33	21517
32	20225
31	18973
30	17761
29	16589
28	15457
27	14365
26	13313
25	12301
24	11329
23	10397
22	9505
21	8653
20	7841
19	7069
18	6337
17	5645
16	4993
15	4381
14	3809
13	3277
12	2785
11	2333
10	1921
9	1549
8	1217
7	925
6	673
5	461
4	289
3	157
2	65
1	13
0	1
