199	7449203
198	7374348
197	7299870
196	7225771
195	7152049
194	7078706
193	7005740
192	6933153
191	6860943
190	6789112
189	6717658
188	6646583
187	6575885
186	6505566
185	6435624
184	6366061
183	6296875
182	6228068
181	6159638
180	6091587
179	6023913
178	5956618
177	5889700
176	5823161
175	5756999
174	5691216
173	5625810
172	5560783
171	5496133
170	5431862
169	5367968
168	5304453
167	5241315
166	5178556
165	5116174
164	5054171
163	4992545
162	4931298
161	4870428
160	4809937
159	4749823
158	4690088
157	4630730
156	4571751
155	4513149
154	4454926
153	4397080
152	4339613
151	4282523
150	4225812
149	4169478
148	4113523
147	4057945
146	4002746
145	3947924
144	3893481
143	3839415
142	3785728
141	3732418
140	3679487
139	3626933
138	3574758
137	3522960
136	3471541
135	3420499
134	3369836
133	3319550
132	3269643
131	3220113
130	3170962
129	3122188
128	3073793
127	3025775
126	2978136
125	2930874
124	2883991
123	2837485
122	2791358
121	2745608
120	2700237
119	2655243
118	2610628
117	2566390
116	2522531
115	2479049
114	2435946
113	2393220
112	2350873
111	2308903
110	2267312
109	2226098
108	2185263
107	2144805
106	2104726
105	2065024
104	2025701
103	1986755
102	1948188
101	1909998
100	1872187
99	1834753
98	1797698
97	1761020
96	1724721
95	1688799
94	1653256
93	1618090
92	1583303
91	1548893
90	1514862
89	1481208
88	1447933
87	1415035
86	1382516
85	1350374
84	1318611
83	1287225
82	1256218
81	1225588
80	1195337
79	1165463
78	1135968
77	1106850
76	1078111
75	1049749
74	1021766
73	994160
72	966933
71	940083
70	913612
69	887518
68	861803
67	836465
66	811506
65	786924
64	762721
63	738895
62	715448
61	692378
60	669687
59	647373
58	625438
57	603880
56	582701
55	561899
54	541476
53	521430
52	501763
51	482473
50	463562
49	445028
48	426873
47	409095
46	391696
45	374674
44	358031
43	341765
42	325878
41	310368
40	295237
39	280483
38	266108
37	252110
36	238491
35	225249
34	212386
33	199900
32	187793
31	176063
30	164712
29	153738
28	143143
27	132925
26	123086
25	113624
24	104541
23	95835
22	87508
21	79558
20	71987
19	64793
18	57978
17	51540
16	45481
15	39799
14	34496
13	29570
12	25023
11	20853
10	17062
9	13648
8	10613
7	7955
6	5676
5	3774
4	2251
3	1105
2	338
1	82
0	4
