199	674890
198	668149
197	661439
196	654778
195	648037
194	641369
193	634873
192	628300
191	621740
190	615214
189	608782
188	602435
187	596050
186	589687
185	583313
184	577078
183	570781
182	564629
181	558454
180	552289
179	546140
178	540076
177	534043
176	528074
175	522040
174	516088
173	510233
172	504316
171	498481
170	492674
169	486901
168	481144
167	475517
166	469753
165	464161
164	458543
163	452980
162	447463
161	441905
160	436486
159	431098
158	425612
157	420280
156	414946
155	409649
154	404401
153	399100
152	393971
151	388813
150	383668
149	378569
148	373522
147	368488
146	363539
145	358543
144	353563
143	348767
142	343864
141	339076
140	334259
139	329524
138	324841
137	320105
136	315511
135	310906
134	306266
133	301750
132	297211
131	292739
130	288346
129	283906
128	279509
127	275185
126	270826
125	266576
124	262324
123	258130
122	253922
121	249829
120	245731
119	241682
118	237610
117	233551
116	229577
115	225634
114	221773
113	217880
112	214081
111	210277
110	206540
109	202762
108	199090
107	195368
106	191809
105	188164
104	184637
103	181159
102	177598
101	174131
100	170695
99	167353
98	163982
97	160645
96	157381
95	154076
94	150889
93	147676
92	144542
91	141397
90	138331
89	135278
88	132301
87	129286
86	126341
85	123418
84	120547
83	117692
82	114895
81	112072
80	109343
79	106669
78	103963
77	101333
76	98680
75	96133
74	93572
73	91054
72	88651
71	86171
70	83776
69	81370
68	79082
67	76747
66	74509
65	72245
64	70063
63	67879
62	65711
61	63661
60	61564
59	59573
58	57577
57	55591
56	53645
55	51757
54	49927
53	48068
52	46300
51	44518
50	42812
49	41116
48	39460
47	37829
46	36235
45	34693
44	33179
43	31657
42	30211
41	28787
40	27421
39	26095
38	24776
37	23458
36	22216
35	21014
34	19819
33	18664
32	17594
31	16495
30	15457
29	14429
28	13471
27	12529
26	11636
25	10747
24	9919
23	9110
22	8323
21	7579
20	6893
19	6202
18	5572
17	4961
16	4414
15	3868
14	3371
13	2926
12	2476
11	2093
10	1729
9	1414
8	1103
7	835
6	625
5	428
4	268
3	154
2	65
1	13
0	1
